bp_num_ips,bp_num_tm,code_upw,upw,bp_nm,type_etablissement,postal_cd
3087.0,3285,12,UPW TEBESSA,CHERIA 9 OCTOBRE,ETAB  ,12021
802.0,3286,12,UPW TEBESSA,DJEBEL-ANOUAL,ETAB  ,12022
807.0,3287,12,UPW TEBESSA,EL-MERIDJ,ETAB  ,12023
793.0,3288,12,UPW TEBESSA,NEGRINE,ETAB  ,12024
3091.0,3289,12,UPW TEBESSA,OUENZA 1ER NOVEMBRE,ETAB  ,12025
3092.0,3290,12,UPW TEBESSA,OUENZA-AMEL,ETAB  ,12026
795.0,3291,12,UPW TEBESSA,OUM-ALI,ETAB  ,12027
820.0,3292,12,UPW TEBESSA,TEBESSA-ENNAHDHA,ETAB  ,12028
811.0,3293,12,UPW TEBESSA,TEBESSA-OMNISPORT,ETAB  ,12029
3096.0,3294,12,UPW TEBESSA,AIN-CHENIA-GARE,ETAB  ,12030
801.0,3295,12,UPW TEBESSA,AIN-FADHA,ETAB  ,12031
3098.0,3296,12,UPW TEBESSA,AIN-GHRAB,ETAB  ,12032
3099.0,3297,12,UPW TEBESSA,AIN-SIDI-SALAH,ETAB  ,12033
3100.0,3298,12,UPW TEBESSA,AIN-ZEGUAIEG,ETAB  ,12034
3101.0,3299,12,UPW TEBESSA,BEDJENE,ETAB  ,12035
800.0,3300,12,UPW TEBESSA,BIR-D HEB,ETAB  ,12036
794.0,3301,12,UPW TEBESSA,BIR-EL-OUESRA,ETAB  ,12037
814.0,3302,12,UPW TEBESSA,BOUCHEBKA,ETAB  ,12038
808.0,3303,12,UPW TEBESSA,BOULHAF,ETAB  ,12039
3106.0,3304,12,UPW TEBESSA,DYR,ETAB  ,12040
815.0,3305,12,UPW TEBESSA,LAHOUIDJEBET,ETAB  ,12041
3108.0,3306,12,UPW TEBESSA,EL-MEZRAA,ETAB  ,12042
3109.0,3307,12,UPW TEBESSA,EL-OGLA-EL-MALHA,ETAB  ,12043
3110.0,3308,12,UPW TEBESSA,FERKANE,ETAB  ,12044
3111.0,3309,12,UPW TEBESSA,FOUM-EL-MATLEG,ETAB  ,12045
3112.0,3310,12,UPW TEBESSA,GOURIGUEUR,ETAB  ,12046
3113.0,3311,12,UPW TEBESSA,GUENTIS,ETAB  ,12047
809.0,3312,12,UPW TEBESSA,KISSA,ETAB  ,12048
3115.0,3313,12,UPW TEBESSA,MESLOULA,ETAB  ,12049
3116.0,3314,12,UPW TEBESSA,OULED-NACEUR,ETAB  ,12050
816.0,3315,12,UPW TEBESSA,RAS-EL-AYOUN,ETAB  ,12051
3118.0,3316,12,UPW TEBESSA,TAZBENT,ETAB  ,12052
3119.0,3317,12,UPW TEBESSA,THILIDJENE,ETAB  ,12053
3120.0,3318,12,UPW TEBESSA,TORRICHA,ETAB  ,12054
817.0,3319,12,UPW TEBESSA,TOUALBIA,ETAB  ,12055
3122.0,3320,12,UPW TEBESSA,CHERIA-NEMEMCHA,ETAB  ,12056
3123.0,3321,12,UPW TEBESSA,OUENZA-CHAINE-GORA,ETAB  ,12057
4923.0,3322,12,UPW TEBESSA,EL-AOUINET-20 AOUT 55,ETAB  ,12058
810.0,3323,12,UPW TEBESSA,TEBESSA-EL-MATAR,ETAB  ,12059
3125.0,3324,12,UPW TEBESSA,TEBESSA-CHADLI-BEN-DJEDID,ETAB  ,12060
3126.0,3325,12,UPW TEBESSA,TEBESSA-BRAKNI-ALI-BEN-YOUNES,ETAB  ,12061
3127.0,3326,12,UPW TEBESSA,TEBESSA-CHEIKH-LARBI-TEBESSI,ETAB  ,12062
4924.0,3327,12,UPW TEBESSA,TEBESSA-RESIDENCE-UNIVERSITAIRE-19 MAI,ETAB  ,12063
447.0,3329,14,UPW TIARET,TIARET-RP,ETAB  ,14000
451.0,3330,14,UPW TIARET,FRENDA,ETAB  ,14001
450.0,3331,14,UPW TIARET,KSAR-CHELLALA,ETAB  ,14002
449.0,3332,14,UPW TIARET,SOUGUEUR,ETAB  ,14003
453.0,3333,14,UPW TIARET,MAHDIA,ETAB  ,14004
452.0,3334,14,UPW TIARET,RAHOUIA,ETAB  ,14005
448.0,3335,14,UPW TIARET,TIARET-Cnel-BOUKHARI-MUSTAPHA,ETAB  ,14006
3246.0,3336,14,UPW TIARET,AIN-DEHEB,ETAB  ,14007
3247.0,3337,14,UPW TIARET,AIN-EL-HADID,ETAB  ,14008
3248.0,3338,14,UPW TIARET,AIN-KERMES,ETAB  ,14009
3249.0,3339,14,UPW TIARET,DAHMOUNI,ETAB  ,14010
3250.0,3340,14,UPW TIARET,KSAR-CHELLALA-EL-WIAM,ETAB  ,14011
3251.0,3341,14,UPW TIARET,MECHRAA-SFA,ETAB  ,14012
3252.0,3342,14,UPW TIARET,MEDRISSA,ETAB  ,14013
3253.0,3343,14,UPW TIARET,OUED-LILI,ETAB  ,14014
3254.0,3344,14,UPW TIARET,TAKHMARET,ETAB  ,14015
3255.0,3345,14,UPW TIARET,TIARET-BENAMARA-DJILLALI,ETAB  ,14016
3256.0,3346,14,UPW TIARET,AIN-DZARIT,ETAB  ,14017
3257.0,3347,14,UPW TIARET,COLONEL BOUGARA,ETAB  ,14018
3258.0,3348,14,UPW TIARET,GUERTOUFA,ETAB  ,14019
3259.0,3349,14,UPW TIARET,HAMADIA,ETAB  ,14020
3260.0,3350,14,UPW TIARET,KERMAN,ETAB  ,14021
3261.0,3351,14,UPW TIARET,MEDROUSSA,ETAB  ,14023
3262.0,3352,14,UPW TIARET,MEGHILA,ETAB  ,14024
3263.0,3353,14,UPW TIARET,MELLAKOU,ETAB  ,14025
3264.0,3354,14,UPW TIARET,RECHAIGA,ETAB  ,14026
3265.0,3355,14,UPW TIARET,SI-ABDELGHANI,ETAB  ,14027
3266.0,3356,14,UPW TIARET,SIDI-ABDERRAHMANE,ETAB  ,14028
3267.0,3357,14,UPW TIARET,SIDI-HOSNI,ETAB  ,14029
3268.0,3358,14,UPW TIARET,SI-HAOUES,ETAB  ,14030
3269.0,3359,14,UPW TIARET,TIARET-BOUHENNI,ETAB  ,14031
3270.0,3360,14,UPW TIARET,TIARET-CITE-CHAIB-MOHAMED,ETAB  ,14032
3271.0,3361,14,UPW TIARET,TIARET-MED-BOUDIAF,ETAB  ,14033
3272.0,3362,14,UPW TIARET,TIARET-TAHRI-BOUABDELLAH,ETAB  ,14034
3273.0,3363,14,UPW TIARET,TIARET-UNIVERSITE,ETAB  ,14035
4779.0,3488,17,UPW DJELFA,AIN-OUSSERA-TERRE,ETAB  ,17084
4780.0,3490,17,UPW DJELFA,HASSI-BAHBAH-TERRE,ETAB  ,17085
306.0,3491,18,UPW JIJEL,JIJEL-RP,ETAB  ,18000
307.0,3492,18,UPW JIJEL,EL-MILIA,ETAB  ,18001
308.0,3493,18,UPW JIJEL,TAHER,ETAB  ,18002
309.0,3494,18,UPW JIJEL,CHEKFA,ETAB  ,18003
935.0,3495,18,UPW JIJEL,EL-ANCER,ETAB  ,18004
4649.0,3496,18,UPW JIJEL,EL-AOUANA,ETAB  ,18005
4650.0,3497,18,UPW JIJEL,TEXENNA,ETAB  ,18006
939.0,3498,18,UPW JIJEL,ZIAMA-MANSOURIAH,ETAB  ,18007
4652.0,3499,18,UPW JIJEL,BELGHIMOUZE,ETAB  ,18008
4653.0,3500,18,UPW JIJEL,EL-MILIA-MERIMECHE,ETAB  ,18009
4654.0,3501,18,UPW JIJEL,EMIR-ABDELKADER,ETAB  ,18010
310.0,3502,18,UPW JIJEL,JIJEL-1ER NOV.,ETAB  ,18011
4656.0,3503,18,UPW JIJEL,JIJEL-NIBOUCHE,ETAB  ,18012
4657.0,3504,18,UPW JIJEL,JIJEL-PLAGE,ETAB  ,18013
4658.0,3505,18,UPW JIJEL,JIJEL-SOUMMAM,ETAB  ,18014
4659.0,3506,18,UPW JIJEL,KAOUS,ETAB  ,18015
4660.0,3507,18,UPW JIJEL,SETTARA,ETAB  ,18016
4661.0,3508,18,UPW JIJEL,SIDI-ABDELAZIZ,ETAB  ,18017
4662.0,3509,18,UPW JIJEL,SIDI-MAROUF,ETAB  ,18018
1545.0,3510,18,UPW JIJEL,TAHER 19 MAI 1956,ETAB  ,18019
4664.0,3511,18,UPW JIJEL,TAHER-OULED-SOUICI,ETAB  ,18020
4665.0,3512,18,UPW JIJEL,ACHBOU,ETAB  ,18021
4666.0,3513,18,UPW JIJEL,BAZOUL,ETAB  ,18022
4667.0,3514,18,UPW JIJEL,BELHADEF,ETAB  ,18023
4668.0,3515,18,UPW JIJEL,BENI-BELAID,ETAB  ,18024
4669.0,3516,18,UPW JIJEL,BENI-YADJIS,ETAB  ,18025
4670.0,3517,18,UPW JIJEL,BORDJ-ALI,ETAB  ,18026
4671.0,3518,18,UPW JIJEL,CHAHANA,ETAB  ,18027
4672.0,3519,18,UPW JIJEL,DEKKARA,ETAB  ,18028
1314.0,3520,18,UPW JIJEL,EL-KAADA,ETAB  ,18029
4674.0,3521,18,UPW JIJEL,EL-KENNAR,ETAB  ,18030
4675.0,3522,18,UPW JIJEL,EL-MAAD,ETAB  ,18031
4676.0,3523,18,UPW JIJEL,ERRAGUENE,ETAB  ,18032
4677.0,3524,18,UPW JIJEL,HARRATEN,ETAB  ,18033
4678.0,3525,18,UPW JIJEL,JIJEL-OULED-AISSA,ETAB  ,18034
4679.0,3526,18,UPW JIJEL,MEHARKA,ETAB  ,18035
4680.0,3527,18,UPW JIJEL,OULED-ASKEUR,ETAB  ,18036
4681.0,3528,18,UPW JIJEL,S BET,ETAB  ,18037
4682.0,3529,18,UPW JIJEL,TASSOUST,ETAB  ,18038
4683.0,3530,18,UPW JIJEL,AFTIS,ETAB  ,18039
4684.0,3531,18,UPW JIJEL,ARBID-ALI,ETAB  ,18040
4685.0,3532,18,UPW JIJEL,BORDJ-TAHAR,ETAB  ,18041
4686.0,3533,18,UPW JIJEL,BOUHANCHE-BENI-AHMED,ETAB  ,18043
4687.0,3534,18,UPW JIJEL,GHEBALA-M CID-AICHA,ETAB  ,18045
4688.0,3535,18,UPW JIJEL,LARABAA,ETAB  ,18046
4689.0,3536,18,UPW JIJEL,OUDJANA,ETAB  ,18047
4690.0,3537,18,UPW JIJEL,OULED-BOUNAR,ETAB  ,18048
4691.0,3538,18,UPW JIJEL,SELMA,ETAB  ,18049
4692.0,3539,18,UPW JIJEL,AZIROU,ETAB  ,18050
4693.0,3540,18,UPW JIJEL,GHEZALA,ETAB  ,18051
4694.0,3541,18,UPW JIJEL,JIJEL-EL-KALAA,ETAB  ,18052
390.0,3542,24,UPW GUELMA,GUELMA-RP,ETAB  ,24000
208.0,3543,24,UPW GUELMA,OUED-ZENATI,ETAB  ,24001
4307.0,3544,24,UPW GUELMA,BOUCHEGOUF,ETAB  ,24002
4308.0,3545,24,UPW GUELMA,GUELMA-AGABI,ETAB  ,24003
4309.0,3546,24,UPW GUELMA,GUELMA-EMIR-ABDELKADER,ETAB  ,24004
4310.0,3547,24,UPW GUELMA,BOUMAHRA-AHMED,ETAB  ,24005
209.0,3548,24,UPW GUELMA,GUELMA-LA MAOUNA,ETAB  ,24006
4312.0,3549,24,UPW GUELMA,HAMMAM-DEBAGH,ETAB  ,24007
1299.0,3550,24,UPW GUELMA,HELIOPOLIS,ETAB  ,24008
4314.0,3551,24,UPW GUELMA,OUED-CHEHAM,ETAB  ,24009
4315.0,3552,24,UPW GUELMA,TAMLOUKA,ETAB  ,24010
4316.0,3553,24,UPW GUELMA,AIN-BEN-BEIDA,ETAB  ,24011
4317.0,3554,24,UPW GUELMA,AIN-LARBI,ETAB  ,24012
4318.0,3555,24,UPW GUELMA,AIN-MAKHLOUF,ETAB  ,24013
4319.0,3556,24,UPW GUELMA,AIN-REGADA,ETAB  ,24014
4320.0,3557,24,UPW GUELMA,BELKHEIR,ETAB  ,24015
4321.0,3558,24,UPW GUELMA,BEN-SMIH,ETAB  ,24016
4322.0,3559,24,UPW GUELMA,BORDJ-SABATH,ETAB  ,24017
4323.0,3560,24,UPW GUELMA,BOUATI-MAHMOUD,ETAB  ,24018
4324.0,3561,24,UPW GUELMA,EL-FEDJOUDJ,ETAB  ,24019
4325.0,3562,24,UPW GUELMA,GUELAAT-BOU-SBAA,ETAB  ,24020
4326.0,3563,24,UPW GUELMA,GUELMA-AIN-DEFLA,ETAB  ,24021
4327.0,3564,24,UPW GUELMA,GUELMA-AIN-DEFLA-SUP,ETAB  ,24022
4328.0,3565,24,UPW GUELMA,GUELMA-CITE-DES-FRERES-RAHABI,ETAB  ,24023
4329.0,3566,24,UPW GUELMA,HAMMAM-N BAILS,ETAB  ,24024
4330.0,3567,24,UPW GUELMA,HOUARI-BOUMEDIENE,ETAB  ,24025
4331.0,3568,24,UPW GUELMA,MEDJEZ-SFA,ETAB  ,24026
4332.0,3569,24,UPW GUELMA,NECHMEYA,ETAB  ,24027
4333.0,3570,24,UPW GUELMA,ROKNIA,ETAB  ,24028
4334.0,3571,24,UPW GUELMA,SELLAOUA-ANNOUNA,ETAB  ,24029
4335.0,3572,24,UPW GUELMA,AIN-ARKO,ETAB  ,24030
4336.0,3573,24,UPW GUELMA,AIN-MEBARKA,ETAB  ,24031
4337.0,3574,24,UPW GUELMA,AIN-SOUDA,ETAB  ,24032
4338.0,3575,24,UPW GUELMA,AIN-TRAB,ETAB  ,24033
4339.0,3576,24,UPW GUELMA,BENDJERRAH,ETAB  ,24034
4340.0,3577,24,UPW GUELMA,BENTABOUCHE,ETAB  ,24035
4341.0,3578,24,UPW GUELMA,BLED-GAFFAR,ETAB  ,24036
4342.0,3579,24,UPW GUELMA,BOUHACHANA,ETAB  ,24037
4343.0,3580,24,UPW GUELMA,BOUKAMOUZA,ETAB  ,24038
4344.0,3581,24,UPW GUELMA,DJEBALLAH-KHEMISSI,ETAB  ,24039
4345.0,3582,24,UPW GUELMA,GASR-LATTACHE,ETAB  ,24040
4346.0,3583,24,UPW GUELMA,GUELAAT-FIALA,ETAB  ,24041
4347.0,3584,24,UPW GUELMA,HAMMAM-OULED-ALI,ETAB  ,24042
4348.0,3585,24,UPW GUELMA,MEDJEZ-AMMAR,ETAB  ,24043
4349.0,3586,24,UPW GUELMA,MOUMENA,ETAB  ,24044
4350.0,3587,24,UPW GUELMA,NADOR,ETAB  ,24045
4351.0,3588,24,UPW GUELMA,NOUADRIA,ETAB  ,24046
4352.0,3589,24,UPW GUELMA,OUED-FRAGHA,ETAB  ,24047
4353.0,3590,24,UPW GUELMA,OUED-MAIZ,ETAB  ,24048
4354.0,3591,24,UPW GUELMA,RAS-EL-AKBA,ETAB  ,24049
4355.0,3592,24,UPW GUELMA,TAYA,ETAB  ,24050
4356.0,3593,24,UPW GUELMA,BOUDAROUA,ETAB  ,24051
4357.0,3594,24,UPW GUELMA,AIN-KHAROUBA,ETAB  ,24052
4358.0,3595,24,UPW GUELMA,KSAR-EL-AZEB,ETAB  ,24053
4359.0,3596,24,UPW GUELMA,GUELMA-UNIVERSITE,ETAB  ,24054
298.0,3597,28,UPW MSILA,M SILA-RP,ETAB  ,28000
299.0,3598,28,UPW MSILA,BOU-SAADA,ETAB  ,28001
4064.0,3599,28,UPW MSILA,SIDI-AISSA,ETAB  ,28002
4065.0,3600,28,UPW MSILA,AIN-EL-HADJEL,ETAB  ,28003
4066.0,3601,28,UPW MSILA,AIN-EL-MELH,ETAB  ,28004
4067.0,3602,28,UPW MSILA,HAMMAM-DALAA,ETAB  ,28005
4068.0,3603,28,UPW MSILA,MAGRA,ETAB  ,28006
301.0,3604,28,UPW MSILA,M SILA-HODNA,ETAB  ,28007
4070.0,3605,28,UPW MSILA,AIN-EL-KHADRA,ETAB  ,28008
4071.0,3606,28,UPW MSILA,BEN-SROUR,ETAB  ,28009
4072.0,3607,28,UPW MSILA,BERHOUM,ETAB  ,28010
4073.0,3608,28,UPW MSILA,BICHARA,ETAB  ,28011
4074.0,3609,28,UPW MSILA,BOU-SAADA-HOUARI-BOUMEDIENE,ETAB  ,28012
4075.0,3610,28,UPW MSILA,BOU-SAADA-NACEREDDINE-DINET,ETAB  ,28013
4076.0,3611,28,UPW MSILA,CHELLAL,ETAB  ,28014
4077.0,3612,28,UPW MSILA,EL-HAMEL,ETAB  ,28015
4078.0,3613,28,UPW MSILA,MEDJEDEL,ETAB  ,28016
4079.0,3614,28,UPW MSILA,MELOUZA,ETAB  ,28017
4080.0,3615,28,UPW MSILA,M SILA-CHEBILIA,ETAB  ,28018
4081.0,3616,28,UPW MSILA,M SILA-CITE-ENNASR,ETAB  ,28019
4082.0,3617,28,UPW MSILA,M SILA-MOHAMED-BOUDIAF,ETAB  ,28020
4083.0,3618,28,UPW MSILA,OULED-ADDI-GUEBALA,ETAB  ,28021
4057.0,3747,30,UPW OUARGLA,MEKHADMA,ETAB  ,30059
4058.0,3748,55,UPW TOUGGOURT,HAI-EL-MOUSTAKBEL,ETAB  ,30060
4059.0,3749,30,UPW OUARGLA,OUARGLA-EL-WAHAT,ETAB  ,30061
4060.0,3750,30,UPW OUARGLA,OUARGLA-GARE-ROUTIERE,ETAB  ,30062
4061.0,3751,30,UPW OUARGLA,OUARGLA-UNIVERSITE,ETAB  ,30063
,3753,30,UPW OUARGLA,OUARGLA-4E R.M,ETAB  ,30701
399.0,3754,32,UPW EL BAYADH,EL-BAYADH-RP,ETAB  ,32000
401.0,3755,32,UPW EL BAYADH,BOUGTOB,ETAB  ,32001
3849.0,3756,32,UPW EL BAYADH,BREZINA,ETAB  ,32002
400.0,3757,32,UPW EL BAYADH,EL-ABIODH-SIDI-CHEIKH,ETAB  ,32003
3851.0,3758,32,UPW EL BAYADH,EL-BAYADH-TOUMI-MOHAMED,ETAB  ,32004
3852.0,3759,32,UPW EL BAYADH,ARBAOUAT,ETAB  ,32005
3853.0,3760,32,UPW EL BAYADH,BOUALEM,ETAB  ,32006
3854.0,3761,32,UPW EL BAYADH,EL-ABIODH-SIDI-CHEIKH-BELMABROUK,ETAB  ,32007
3855.0,3762,32,UPW EL BAYADH,EL-BAYADH-AIT-AMIRI,ETAB  ,32008
3856.0,3763,32,UPW EL BAYADH,EL-BAYADH-HAMIDI-BOULENOUAR,ETAB  ,32009
3857.0,3764,32,UPW EL BAYADH,EL-BAYADH-HASNAOUI-SAID,ETAB  ,32010
3858.0,3765,32,UPW EL BAYADH,EL-KHEITHER,ETAB  ,32011
3859.0,3766,32,UPW EL BAYADH,HOSSEIN-IBN-ALI,ETAB  ,32012
3860.0,3767,32,UPW EL BAYADH,KEF-EL-AHMAR,ETAB  ,32013
3861.0,3768,32,UPW EL BAYADH,BOUSSEMGHOUN,ETAB  ,32014
3862.0,3769,32,UPW EL BAYADH,CHELLALA-DAHRANIA,ETAB  ,32015
3863.0,3770,32,UPW EL BAYADH,EL-BAYADH-KADICHOU-MOHAMED,ETAB  ,32016
3864.0,3771,32,UPW EL BAYADH,GHASSOUL,ETAB  ,32017
3865.0,3772,32,UPW EL BAYADH,ROGASSA,ETAB  ,32018
3866.0,3773,32,UPW EL BAYADH,AIN-EL-ORAK,ETAB  ,32019
3867.0,3774,32,UPW EL BAYADH,ARBA-FOUGANI,ETAB  ,32020
3868.0,3775,32,UPW EL BAYADH,BORDJ-EL-MAY,ETAB  ,32021
3869.0,3776,32,UPW EL BAYADH,CHEGUIG,ETAB  ,32022
3870.0,3777,32,UPW EL BAYADH,CHELLALA-EL-GUEBLIA,ETAB  ,32023
3871.0,3778,32,UPW EL BAYADH,DEGHIMA,ETAB  ,32024
3872.0,3779,32,UPW EL BAYADH,EL-BNOUD,ETAB  ,32025
3873.0,3780,32,UPW EL BAYADH,EL-MEHARA,ETAB  ,32026
3874.0,3781,32,UPW EL BAYADH,KRAKDA,ETAB  ,32027
3875.0,3782,32,UPW EL BAYADH,MOSBAH,ETAB  ,32028
3876.0,3783,32,UPW EL BAYADH,SIDI-AMAR,ETAB  ,32029
3877.0,3784,32,UPW EL BAYADH,SIDI-KHELIFA,ETAB  ,32030
3878.0,3785,32,UPW EL BAYADH,SIDI-SLIMANE,ETAB  ,32031
3879.0,3786,32,UPW EL BAYADH,SIDI-TIFOUR,ETAB  ,32032
3880.0,3787,32,UPW EL BAYADH,STITTEN,ETAB  ,32033
3881.0,3788,32,UPW EL BAYADH,TOUSMOULINE,ETAB  ,32034
3882.0,3789,32,UPW EL BAYADH,EL-BAYADH-GARE-ROUTIERE,ETAB  ,32035
3883.0,3790,32,UPW EL BAYADH,EL-BAYADH-UNIVERSITE,ETAB  ,32036
3884.0,3791,32,UPW EL BAYADH,EL-BAYADH-MED-LAMARI,ETAB  ,32037
3885.0,3792,32,UPW EL BAYADH,EL-ABIODH-SIDI-CHEIKH-GARE-ROUTIERE,ETAB  ,32038
3886.0,3793,32,UPW EL BAYADH,BOUGTOB-HAI-NASR,ETAB  ,32039
425.0,3794,33,UPW ILLIZI,ILLIZI-RP,ETAB  ,33000
426.0,3795,33,UPW ILLIZI,IN-AMENAS,ETAB  ,33001
427.0,3796,56,UPW DJANET,DJANET,ETAB  ,33002
3828.0,3797,33,UPW ILLIZI,BORDJ-OMAR-DRISS,ETAB  ,33003
3829.0,3798,33,UPW ILLIZI,DEB-DEB,ETAB  ,33004
3830.0,3799,33,UPW ILLIZI,ILLIZI 8 MAI 1945,ETAB  ,33005
3831.0,3800,56,UPW DJANET,BORDJ-EL-HAOUES,ETAB  ,33008
3832.0,3801,56,UPW DJANET,IFERI,ETAB  ,33009
3833.0,3802,33,UPW ILLIZI,OHANET,ETAB  ,33010
3834.0,3803,56,UPW DJANET,IHRIR,ETAB  ,33012
3835.0,3804,56,UPW DJANET,TABAKAT,ETAB  ,33014
3836.0,3805,33,UPW ILLIZI,TIN-FOUYE-05-JUILLET-1962,ETAB  ,33015
3837.0,3806,56,UPW DJANET,TINALKOUM,ETAB  ,33016
3838.0,3807,56,UPW DJANET,DJANET-AIN-ABARBAR,ETAB  ,33006
3839.0,3808,33,UPW ILLIZI,IN-AMENAS-SONATRACH-DIVISION-PRODUCTION,ETAB  ,33017
3840.0,3809,33,UPW ILLIZI,ILLIZI-SECTEUR-MILITAIRE,ETAB  ,33018
3841.0,3810,33,UPW ILLIZI,IN-AMENAS-SECTEUR-MILITAIRE,ETAB  ,33019
3842.0,3811,56,UPW DJANET,DJANET-SECTEUR-MILITAIRE,ETAB  ,33020
303.0,3813,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ-RP,ETAB  ,34000
304.0,3814,34,UPW BORDJ BOU ARRERIDJ,RAS-EL-OUED,ETAB  ,34001
3752.0,3815,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ-BEN-BADIS,ETAB  ,34002
3753.0,3816,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ-MOKRANI,ETAB  ,34003
642.0,3817,34,UPW BORDJ BOU ARRERIDJ,BORDJ-GHEDIR,ETAB  ,34004
3755.0,3818,34,UPW BORDJ BOU ARRERIDJ,BORDJ-ZEMMOURA,ETAB  ,34005
3756.0,3819,34,UPW BORDJ BOU ARRERIDJ,EL-ACHIR,ETAB  ,34006
3757.0,3820,34,UPW BORDJ BOU ARRERIDJ,KHELLIL,ETAB  ,34007
3758.0,3821,34,UPW BORDJ BOU ARRERIDJ,MANSOURA,ETAB  ,34008
694.0,3822,34,UPW BORDJ BOU ARRERIDJ,MEDJANA,ETAB  ,34009
699.0,3823,34,UPW BORDJ BOU ARRERIDJ,AIN-TAGHROUT,ETAB  ,34010
702.0,3824,34,UPW BORDJ BOU ARRERIDJ,BIR-KASDALI,ETAB  ,34011
3762.0,3825,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ 24 FEVRIER,ETAB  ,34012
3763.0,3826,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ-ES-SAADA,ETAB  ,34013
3764.0,3827,34,UPW BORDJ BOU ARRERIDJ,CHERCHAR,ETAB  ,34014
690.0,3828,34,UPW BORDJ BOU ARRERIDJ,COLLA,ETAB  ,34015
3766.0,3829,34,UPW BORDJ BOU ARRERIDJ,DJAAFRA,ETAB  ,34016
705.0,3830,34,UPW BORDJ BOU ARRERIDJ,EL-HAMMADIA,ETAB  ,34017
3768.0,3831,34,UPW BORDJ BOU ARRERIDJ,EL-MAIN,ETAB  ,34018
693.0,3832,34,UPW BORDJ BOU ARRERIDJ,EL-MEHIR,ETAB  ,34019
711.0,3833,34,UPW BORDJ BOU ARRERIDJ,SIDI-EMBAREK,ETAB  ,34020
698.0,3834,34,UPW BORDJ BOU ARRERIDJ,TENIET-EN-NASR,ETAB  ,34021
712.0,3835,34,UPW BORDJ BOU ARRERIDJ,TIXTER,ETAB  ,34022
3773.0,3836,34,UPW BORDJ BOU ARRERIDJ,AIN-SOLTANE,ETAB  ,34023
682.0,3837,34,UPW BORDJ BOU ARRERIDJ,B.B.ARRERIDJ-CITE-MOUKAFIHINE,ETAB  ,34024
3775.0,3838,34,UPW BORDJ BOU ARRERIDJ,BEL-IMOUR,ETAB  ,34025
688.0,3839,34,UPW BORDJ BOU ARRERIDJ,BENI-LAALEM,ETAB  ,34026
3777.0,3840,34,UPW BORDJ BOU ARRERIDJ,BIR-AISSA,ETAB  ,34027
3778.0,3841,34,UPW BORDJ BOU ARRERIDJ,CHEFAA,ETAB  ,34028
3779.0,3842,34,UPW BORDJ BOU ARRERIDJ,EL-ACH,ETAB  ,34029
3780.0,3843,34,UPW BORDJ BOU ARRERIDJ,EL-ANNASSER,ETAB  ,34030
3781.0,3844,34,UPW BORDJ BOU ARRERIDJ,GHILASSA,ETAB  ,34031
709.0,3845,34,UPW BORDJ BOU ARRERIDJ,OULED-BRAHAM,ETAB  ,34032
3783.0,3846,34,UPW BORDJ BOU ARRERIDJ,OULED-DAHMANE,ETAB  ,34033
696.0,3847,34,UPW BORDJ BOU ARRERIDJ,OULED-RACHED,ETAB  ,34034
710.0,3848,34,UPW BORDJ BOU ARRERIDJ,RABTA,ETAB  ,34035
724.0,3849,34,UPW BORDJ BOU ARRERIDJ,AIN-KAHLA,ETAB  ,34036
733.0,3850,34,UPW BORDJ BOU ARRERIDJ,AIN-TASSERA,ETAB  ,34037
726.0,3851,34,UPW BORDJ BOU ARRERIDJ,AYADA,ETAB  ,34038
680.0,3852,34,UPW BORDJ BOU ARRERIDJ,BENDAOUD,ETAB  ,34039
727.0,3853,34,UPW BORDJ BOU ARRERIDJ,BIR-HAMOUDI,ETAB  ,34040
713.0,3854,34,UPW BORDJ BOU ARRERIDJ,BIR-SNAB,ETAB  ,34041
719.0,3855,34,UPW BORDJ BOU ARRERIDJ,BOUKABA,ETAB  ,34042
717.0,3856,34,UPW BORDJ BOU ARRERIDJ,BOULHAF,ETAB  ,34043
3794.0,3857,34,UPW BORDJ BOU ARRERIDJ,CHENIA-BEN-HENAYA-SAAD,ETAB  ,34044
716.0,3858,34,UPW BORDJ BOU ARRERIDJ,EL-HAMRA,ETAB  ,34045
728.0,3859,34,UPW BORDJ BOU ARRERIDJ,GUEMOUR,ETAB  ,34046
721.0,3860,34,UPW BORDJ BOU ARRERIDJ,HARAZA,ETAB  ,34047
729.0,3861,34,UPW BORDJ BOU ARRERIDJ,KSOUR-01-NOVEMBRE-1954,ETAB  ,34048
3800.0,3862,34,UPW BORDJ BOU ARRERIDJ,OUED-LAKHDAR,ETAB  ,34050
3801.0,3863,34,UPW BORDJ BOU ARRERIDJ,OULED-MAHDI,ETAB  ,34051
714.0,3864,34,UPW BORDJ BOU ARRERIDJ,OULED-SIDI-BRAHIM,ETAB  ,34052
725.0,3865,34,UPW BORDJ BOU ARRERIDJ,OULED-ZAID,ETAB  ,34053
734.0,3866,34,UPW BORDJ BOU ARRERIDJ,RAS-EL-AIN,ETAB  ,34054
